comment_id,content,label
57513962,"Ai chịu trách nhiệm làm việc bạn nói? Tôi thấy Luật đang đi sau các phát sinh kinh tế xã hội, kiểu thả gà ra đi đuổi. Với tốc độ phát triển công nghệ muôn hình vạn trạng hiện nay, nhiều chuyện tương tự thế này sẽ tiếp tục xảy ra. Luật phải có tầm nhìn bao quát, tư duy nắm bắt xu hướng phát triển toàn cầu, nhanh nhạy mới khoanh vùng để kiểm soát tình hình được",-1
57514980,Chắc bạn đùa,0
57517581,"Hàng nhái nó lấy hình ảnh của hàng thiệt để đăng, sàn không kiểm soát thì sao bạn biết thật hay giả, hay bạn đoán cái nào giá cao là thật?",-1
57517934,"Tôi trả lời bình luận của bạn kia rất rõ ràng như sau: Nếu đã biết đấy là hàng giả nhái hoặc giá rẻ, chất lượng kém mà vẫn cố mua xài đỡ thì vấn đề ở phía người mua. Bạn nên đọc kỹ các bình luận trước khi hỏi.",0
57517965,"Còn nếu bạn vẫn muốn hỏi thì hỏi bạn Linh vì bạn đó mới là người đề cập đến vấn đề ntn là hàng nhái,...",-1
57518807,"Không phải dễ như bác nói, kiểm tra quá thì nó sẽ không còn là kinh tế thị trường nữa, dính đến các cam kết WTO nữa bác.",0
57519355,"Tôi thấy luật an ninh mạng đã ra từ lâu, nên tôi cũng không hiểu vì sao ta lại loay hoay với cái sàn này. Làm ăn buôn bán ở VN thì phải tuân thủ pháp luật VN là chuyện bình thường, tại sao không làm được?",-1
57520756,Ý kiến như bạn thì ....huề vốn. Có lợi nhuận thì họ kinh doanh thôi.,-1
57510227,"Chuyên gia so sánh rất hay, nắm kẻ không tóc. Đúng là các sàn, doanh nghiệp ở ngoài biên giới họ đâu có chịu trách nhiệm gì với người tiêu dùng VN. Chúng ta không nên ham rẻ mà lao vào. Hậu quả với cá nhân có thể là vừa mất tiền vừa chuốc bực vào thân vì hàng kém chất lượng. Nhưng xa hơn là hậu quả với cả nền sản xuất trong nước. Hàng VN chất lượng thì làm sao cạnh tranh được với hàng giá rẻ ồ ạt của TQ nếu người dùng chỉ đặt giá rẻ lên làm đầu?",-1
57511745,cùng một mức giá thử xem hàng Việt Nam chất lượng hơn hay Trung Quốc chất lượng hơn. Chứ người ta ham rẻ thì đồ kém chất lượng là đúng rồi.,0
57512106,Các doanh nghiệp Việt Nam sản xuất theo tiêu chuẩn của Việt Nam sẽ không bao giờ sản xuất ra sản phẩm kém chất lượng như thế. Vì vậy bạn khỏi cần phải so sánh.,0
57515083,"Mình đã tải app nhưng vẫn chưa đặt hàng lần nào, vì tìm hiểu được nào shop uy tín",0
57515143,"họ có chịu trách nhiệm là đảm bảo hàng hóa chúng ta mua trong vòng 15 ngày nếu xảy ra lỗi hoặc không ưng ý chúng ta hoàn tào có thể trả lại .đấy là sự cạnh tranh đừng có nói là ham rẻ,lại còn được free ship.chẳng có gì là cạnh tranh không công bằng cả .không truy thuy được thuế thì đó là trách nhiệm của cục thuế chứ không phải của người tiêu dùng.",1
57517229,"Hàng VN hơn vì có tiêu chuẩn chất lượng cùng với cơ sở pháp lý xử phạt nếu sai quy định, ngược lại TQ không có trách nhiệm với các sản phẩm tuồn ra ngoài của họ.",-1
57519585,"Tiêu chuẩn việt nam hơn tiêu chuẩn TQ ah, nên nhớ doanh nghiệp TQ bán trên sàn bán cho tất cả các nước trên thế giới nhé. Trong đó Mỹ và Châu Âu cũng là tệp khách hàng lớn của Temu đấy nhé",0
57508024,"Tiền nào của nấy thôi. Không nên ham rẻ vài đồng mà rước về hàng Trung Quốc kém chất lượng, nhiều rủi ro. Tôi vẫn ưu tiên dùng hàng Việt và ủng hộ doanh nghiệp Việt Nam",-1
57509008,hàng việt vừa đắt vừa kém,-1
57509323,"Giờ mấy hàng Việt sản xuất từ A đến Z đâu bạn ơi. Toàn tỉ lệ lớn trong thành phẩm từ đâu ai cũng biết rồi. Hơn nữa, nói hàng TQ kém chất lượng, phải nói là do thương buôn người Việt cơ bản gây ra. Tay tôi đeo một chiếc đồng hồ mua từ Temu, lẽ ra tôi phải trả hơn gấp 3 lần nếu phải mua từ một sàn quốc tế khác.",-1
57510408,"Bạn nói chính xác, hàng TQ nhiều khi còn tốt và rẻ hơn hàng Việt.",-1
57510429,"Hãy cho nước nhà 1 cơ hội. Nếu Nhật và Hàn cũng ưu tiên hàng ngoại, thì đã ko có 2 quốc gia sản xuất mạnh như vậy ở Châu Á.",1
57510556,"Do bạn mới mua nên còn đang tâm đắc thôi. Chứ tôi bán tôi biết nó có hàng loại 1 loại 2 loại 3, mẫu mã y chang nhau chỉ khi mở bên trong ra mới biết. Nhiều người cứ nhìn cái hình giống nhau là ngỡ mua được giá hời",0
57510945,Chính xác! Người bán không bao giờ lầm và người mua không bao giờ lời.,-1
57510973,"Muốn cho mà không có tài chính để cho bạn ơi, như cái ô tô Việt Nam tưởng sản xuất sẽ rẻ cho dân Việt Nam, nhưng cuối cùng để lăn bánh được thì giá lại cao hơn cả giá bán cho nước ngoài, cao hơn cả xe nước ngoài bán tại Việt Nam. Rồi hàng Việt Nam như cái khăn lụa Khải silk thì biết đặt niềm tin vào đâu.",-1
57511732,"Khi bạn đã thiếu kiến thức thì không dính vỏ dưa, cũng dính vỏ dừa. Nhưng đó không phải là điều tôi nói. Bạn bán nên chắc chắn thừa biết, chất lượng sản phẩm TQ tại thị trường VN là do thương lái, người đặt gia công quyết định. Và nếu có lừa người mua tại thì trường VN, cũng không do người bán hàng TQ.",0
57511765,"Tôi quên ý này. Tôi buôn hàng TQ cũng được hơn thập kỷ cách đây hơn 6-7 năm. Tôi chưa từng gặp một vấn đề nào với nhà cung cấp bên đó, ngay cả khi tôi không biết tiếng Hoa.",1
57512066,"Khi bạn đã thiếu kiến thức thì không dính vỏ dưa, cũng dính vỏ dừa ----> kiến thức chuẩn là không có cái gì mà giá rẻ (do nguyên liệu rẻ tiền, dởm) mà chất lượng cao cả. Kiến thức chuẩn của bạn lệch rất xa so với thực tế rồi đó.",-1
57512145,Bạn hãy dẫn chứng cụ thể vài mặt hàng mà của Tq bán trên Temu tốt và rẻ hơn hàng Việt Nam nhé.,0
57512531,Nhật và HQ cũng có tỷ lệ 80% hàng hoá lưu thông trong nước là hàng có xuất xứ China đó bạn. Lựa sản phẩm có thế mạnh mà SX chứ không phải đi đấu với China mà bắt dân mua giá cao,0
57512871,"Tôi cũng từng cố ủng hộ hàng VN nhưng bị thất vọng, không phải do khâu sản xuất, mà là khâu phân phối. Cũng 1 cây bút đó, nhưng vào nhà sách giá đội lên gấp 2 lần. Vì tôi sử dụng rất thường xuyên nên sau này chuyển sang hàng TQ, rẻ hơn nhiều mà chất lượng không hề thua kém.",-1
57513050,"1 mình chú một chợ sẽ khác, nhưng 1 triệu con buôn hàng TQ khác,10 triệu khác nữa. Hàng chất lượng nhái fake tràn lan đánh chiếm thị trường thì vỏ dưa vỏ dừa gì? Còn sản phẩm nào để so sánh chất lượng nữa? DN trong nước theo tiêu chuẩn VN được quản lý chặt chẽ. Xin lên xin xuống mới được sản xuất. Còn thương lái hay sàn tmdt đến giấy phép chưa có còn ngang nhiên bán trước mặt cơ quan quản lý là sao???",-1
57513753,"Cả vn này ai cũng yêu nước. Nhưng giá tiền hàng vn 100vnd mà hàng TQ 50vnd thì người ta cũng phải cân nhắc vì vấn đề cơm ăn áo mặc, con cái học hành.",0
57513789,"Xưa kia câu chuyện Xe máy. Dân ko thể mua con Honda Nhật được với giá 32 triệu. Nhưng ngắn hạn với Dream tàu giá 6,8 triệu có thể chạy 5-7 năm thì phải mua rẻ để chạy trước. Việc khác tính sau",0
57513945,"Chưa rõ bạn đang đứng vai trò nào ? Người mua, người bán, hay nhà quản lý ? Hay 1 mình bạn đóng đủ 3 vai ?",0
57515006,"Không bàn đến người có điều kiện, họ thuộc nhóm khách hàng khác. Không trách người có trải nghiệm không như ý. Chỉ trách người chưa hiểu rõ nguồn căn, chưa từng mua dùng, hoặc lạc hậu cả thập kỷ trước và chủ quan đưa ra nhận định phiến diện mà thôi.",0
57516931,hàng việt nhiều khi còn kém hơn hàng tq nữa chứ ở đó chê,-1
57520780,Vậy là đến nay bạn bán hàng TQ đã gần 2 thập kỷ ?,0
57521563,Nghỉ bán cách đây 6-7 năm rồi bạn ơi. Giờ chủ yếu mua dùng thôi.,0
57552470,Thì cái nào ủng hộ được thì cố gắng ủng hộ. Cái xe oto giá trị lớn mình ko nói. Có thứ vài đồng cũng ráng hám rẻ đu theo.,0
57552501,"Là gần đây thôi bạn. Ban đầu họ sử dụng hàng do quốc gia họ sản xuất. Ko được mới sử dụng hàng ngoại. mà cũng ko phải China. Sau này họ mạnh mẽ, đặt gia công ở China nhưng công nghệ vẫn là của họ.",0
57554003,"Gần đây là khi nào, tôi biết cách đây 10 năm đã vậy rồi, còn gia công và công nghệ cao thôi chứ hàng gia dụng giờ giống nhau cả mà hàng Nhãn hiệu China nó rẻ bằng 1/2 thì người tiêu dùng tự nghĩ thôi",0
57508675,"Cần giải pháp quyết liệt ko Việt Nam lại thành bãi rác hàng kém chất lượng, doanh nghiệp Việt thua ngay trên sân nhà vì cạnh tranh ko lành mạnh",-1
57513976,Thế là do người tiêu dùng ham rẻ chứ sao lại đổ cho các sàn TQ ta?,0
57518135,"Ngay cả cạnh tranh lành mạnh mình cũng sẽ thua trên sân nhà bởi vì TQ đã tự động hoá rất nhiều khâu sản xuất, chi phí sản xuất thấp hơn chúng ta. Sau vài thập kỷ sản xuất, quy trình sản xuất của họ đã được tinh gọn & tối yêu rất nhiều. Chưa kể đến sự đa dạng hàng hoá. Bên tôi nhập bu lông TQ (đã bao gồm vận chuyển & thuế vào VN) mà vẫn rẽ hơn hàng nội địa, nhìn hàng họ sản xuất rất đẹp, nhìn góc cạnh cắt là biết máy móc họ tân tiến hơn chúng ta rồi.",-1
57507019,Các sàn thương mại điện tử bán ở Châu Âu phải xuất hóa đơn VAT cũng như thuế nhập khẩu với từng nước từ 1 EURO trở lên và phải có bảo hành ít nhất 1 năm. Người bán phải có giấy phép đăng ký kinh doanh ở nước sở tại và phải có chính sách nhận lại khi khách hàng không hài lòng về sản phẩm trong 2 tuần.,0
57515156,"thế không phải shopee nó cho bạn được phép trả hàng với bất kỳ lý do gì sao,thậm chí chẳng cần lý do.",0
57341635,Thật tuyệt vời ! Xin chúc FPT luôn vũng mạnh và phát triển hơn nữa để làm được nhiều công trình có ý nghĩa và đầy tính nhân văn !,1
57286928,Tuyệt vời,1
57391794,Nghe các e nói muốn khóc thật sự,-1
57441269,"Hồi nhỏ mỗi lần đi vs ở trường đúng là một ám ảnh không thể tả nỗi, mừng cho các em",1
57271117,Thương các thiên thần nhỏ chịu bệnh tật giày vò. Đồng cảm với phụ huynh bề ngoài tỏ ra kiên cường làm chỗ dựa cho con nhưng tâm hồn họ đau đớn chỉ muốn gục ngã.,1
57244743,Chúc mừng các con. Luôn khỏe mạnh và yêu đời nhé.,1
57245758,"Trình độ y tế Việt Nam chẳng thua gì các nước như phát triển như Mỹ, Hàn, Nhật, Thậm chí chi phí còn rẻ hơn, chế độ chăm sóc cũng hơn",1
57245488,Chúc mừng các con. Mong các con khỏe mạnh.,1
57245917,Chúc mừng các con. Mong các con khỏe mạnh.,1
57448008,"Mình muốn đăng ký phẩu thuật cho cháu mình thì như thế nào ah. Vì cháu của mình cũng mắc phải căn bệnh y như vậy, hàng tháng phải đi truyền máu rất tội nghiệp. A/c nào có biết thì hướng dẫn giúp mình với ah",1
57052522,Những món đồ này chỉ khai thác sự hiếu kỳ và thách thức bản ngã của người dùng. Nó không mang lại điều tốt đẹp gì cho người dùng cả.,-1
57053724,Mấy ai trả lời được mình sống để làm gì đâu.,0
57055579,Thương trường như chiến trường chứ bạn. Làm ăn kinh doanh chả dễ,-1
57055766,thương trường là nơi kiếm tiền bạn ạ.,1
57056347,Thường trường như chiến trường chứ bạn.,-1
57056626,"Thương trường là chiến trường - đó là quan niệm mà chúng ta đã bị lừa gạt để tin theo, cạnh tranh lẫn nhau và tự suy yếu.",0
57058032,"Mang lại niềm vui, tiếng cười, một số người thì có được thêm niềm tin nó sẽ mang lại may mắn là được. Thế là quá đủ để xuống tiền. Đôi khi cần sống đơn giản thôi bro!",1
57058235,Thị trường vận động theo quy luật cung cầu. Người ta bỏ tiền ra mua vì sản phẩm mang lại giá trị nào đó cho họ. Nó có thể không có giá trị với bạn nhưng lại có giá trị với người khác và vì thế họ sẵn sàng tiền. Đừng bắt người khác phải nhìn bằng góc nhìn của bạn.,0
57058556,"Đây chỉ là cái trend ngắn hạn thôi. Năm sau lại ra con khác, labubu cũng bị xếp xó. Nói về ích lợi thì nó đem lại tiền cho nhà sản xuất và niềm vui cho người tiêu dùng. Như mọi sản phẩm thương mại khác.",-1
57058562,"Bạn nghĩ như vậy thì thật là ngây thơ quá. Thị trường vận hành theo quy luật cung - cầu. Nhưng cái gì chi phối nhu cầu con người? Đứa trẻ tự nhiên mà thích Labubu hay nó bị kích động/ bị dẫn dụ để thích Labubu? Đằng sau thị trường là các cuộc chiến nhằm áp đặt văn hóa, thị hiếu, tư tưởng...",-1
57058601,"Lạ - Ấn tượng, thì khác với Đẹp - Hữu ích. Con người đang bị nhầm lẫn hai khái niệm này, cho nên những thứ vô bổ nhưng Lạ - Ấn tượng, thì lại được đối xử như là Đẹp - Hữu ích.",-1
57058610,"Bạn có suy nghĩ về vấn đề bảo vệ môi trường chưa? Sản xuất/ tiêu thụ vô tội vạ nhưng không thiết thực/ hữu ích sẽ để lại hậu họa gì cho các thế hệ sau? Cái lợi trước mắt là kinh tế tăng trưởng, nhưng đồng nghĩa là môi trường đang bị hủy hoại.",-1
57058877,"Mình rất đồng ý. Có rất nhiều tin tưởng mà chúng ta đã bị lập trình để tin là đúng. Chúng ta là những người đồng sáng tạo trong tất cả các môi trường, cùng hỗ trợ nhau để tạo dựng một cuộc sống dồi dào cho tất cả mọi người.",1
57058886,"Suy nghĩ này là nguồn gốc của các cuộc chiến tranh. Thật dễ hiểu tại sao không thể chấm dứt các cuộc chiến trên thế giới ngày nay, vì tâm thức đánh nhau nằm trong tâm con người rồi.",-1
57059184,"Đọc là biết ông ko phải dân kinh doanh làm ăn. Nhưng tui ko chấp nhận câu Nó không mang lại điều tốt đẹp gì cho người dùng cả.. Trước giờ ông có yêu thích món đồ gì ko? Có mong muốn được sở hữu cái gì ko? Trả lời được 2 câu này thì ông sẽ hiểu được tại sao người ta lại thích 2 thứ này mặc dù tui ko biết nó là thứ gì cho đến khi nhờ gg và biết xong tui thấy cũng ko biết tại sao họ lại cuồng đến thế. Đã là sự yêu thích thì đừng có quản người ta, quản ko hết chuyện thế gian đâu!",-1
57059388,Đồng ý hoàn toàn với bạn.,1
57059535,“Thương trường là nơi con người chia sẻ và giúp đỡ lẫn nhau chứ không phải là nơi con người khai thác điểm yếu tâm lý của nhau chỉ để kiếm tiền.” - câu này là anh tự rút ra từ trải nghiệm hay đọc ở đâu vậy ạ? Tôi muốn đọc thêm nếu anh tiện chia sẻ. Từ đâu mà rút ra được câu nói này? Câu chuyện là gì? Áp dụng vào trường hợp kinh doanh nào?,0
57059912,theo tôi là dựa trên luật NHÂN QUẢ,0
57059931,"Tôi biết có cái trường mọi người giúp đỡ lẫn nhau nè, đó là mẫu giáo chứ không phải thương trường.",-1
57059958,"thương trường chắc chắn là chiến trường, cá lớn nuốt cá bé, the winner take it all, và cái đó cũng chẳng có j là sai là xấu cả, quy luật chọn lọc tự nhiên luôn đúng, những cá thể yếu kém thích nghi sẽ bị đào thải.",-1
57059967,"Học theo k có nghĩa là học theo những cái xấu, 1 vấn đề có vô vàn khía cạnh để học hỏi, bạn có quy chụp quá k, mà sao toàn nêu ra phần xấu k vậy?",-1
57060362,Bạn nói những cái ngôn từ này là bạn đi học những lớp dạy học kinh doanh tử tế. Có thể bạn chưa từng kd và bắt đầu học kd ...!,-1
57060659,"Đúng vậy. Tôi nhớ rằng năm 2 nghìn linh mấy, khi trái đất có 7 tỷ người LHQ đã ra thông điệp rằng 7 tỷ người vẫn đủ chỗ sống trên trái đất, chỉ cần yêu thương và văn minh.",1
57060739,"Bạn thật sự rất ngây thơ và lý thuyết. Mình có thể khẳng định bạn không phải là chủ 1 doanh nghiệp, và cũng chưa từng phải vật lộn trong 1 nền kinh tế thị trường. Mình tin rằng nếu bạn có cơ duyên làm và trở thành 1 mắt xích trong 1 doanh nghiệp phải cạnh tranh mạnh thời nay thì bạn sẽ không còn những suy nghĩ ngây thơ như này nữa.",-1
57061017,"Hoàn toàn đồng ý với tác giả, thị hiếu của con người bây giờ bị truyền thông và các nhóm có sức ảnh hưởng chi phối, chứ những thứ đó không đọng lại trong con người sau 1 thời gian tất cả chỉ là mục đích của các nhà sx tạo ra sản phẩm thu tiền, sau đó đem bỏ thùng rác và ảnh hưởng môi trường thật khủng khiếp nhìn thật đáng sợ",-1
57061068,"Chuẩn không cần chỉnh, tôi đồng ý với bạn. Số đông con người bây giờ sống theo cảm xúc đám đông, bị truyền thông và các nhà tạo lập dẫn dắt và dần dần họ không còn biết suy nghĩ thấu đáo tất cả chỉ để hưởng thụ và con cháu chúng ta lĩnh hậu quả thảm hại",-1
57061119,"Haha. Thương trường là nơi con người chia sẻ và giúp đỡ lẫn nhau  - biết đâu sao này đây sẽ là một định nghĩa, 1 câu trả lời đúng nhất cho câu hỏi: Thương trường là gì?",-1
57061166,"Đọc sách ít thôi bạn trẻ. Bây giờ bạn chỉ cho tôi 1 thứ bạn đang yêu thích và theo đuổi đi, tôi sẽ cho bạn 1 lý do là nó chẳng đáng gì ngay.",-1
57061253,Đồng cảm với tâm tư của bạn. Có vẻ chúng ta cùng 1 phía trong xã hội quay cuồng ngày nay.,-1
57061499,"Nó không mang lại điều tốt đẹp gì cho người dùng cả. Câu này nghe bi quan nặng và không đúng tý gì cả bởi năng suất lao động cao, thành quả lao động trí tuệ, sáng tạo khác có được cũng là nhờ con người có được khi đầu óc thoải mái, vui vẻ trong khi làm việc mà để có được thì một phần cũng nhờ những đồ chơi như thế góp phần mang lại và thương trường đã biết cách khai thác điều đó để ra sản phẩm như vậy để kiếm tiền",0
57061546,"theo như luận điểm của bạn thì ai cũng có quyền nêu ý kiến, bạn cũng ko nên phản bác ý kiến của người khác. bạn nói ko chưa chắc là đúng và người khác nêu quan điểm chưa chắc sai. Bạn lý luận  đừng bắt người khác nhìn = góc nhìn của mình nhưng câu trước lại khẳng định ng ta bỏ tiền vì sp mang lại giá trị cho họ, cứ thể như bạn hiểu rõ  những người mua này hơn các quan điểm khác. Như vậy là chủ quan, khiêng cưỡng rồi.",0
57061619,Bạn ở đâu mà cổ hủ vậy ? Nó khai thác được sự hiếu kỳ có nghĩa là có tiềm năng kinh doanh và làm kinh tế. Miễn nó không gây hại và không cổ suý bạo lực. Nếu suy nghĩ của bạn cái gì cũng không tốt đẹp thì bạn bán cái gì và bán cho ai ?,-1
57063210,"Mình làm Giám đốc được 12 năm rồi, đang nắm trong tay 3 Doanh nghiệp với khoảng 80 nhân viên. Nhưng các doanh nghiệp đều triển khai dự án vì cộng đồng/ xã hội nên không có mục đích và không phải đối mặt với sự cạnh tranh trong thương trường.",0
57063223,"Bạn có thể tìm hiểu cuốn Bản chất con người nhé. Tư tưởng thị trường tự do được xuất phát từ quan niệm cho rằng bản chất con người là tham lam và tư lợi. Còn tư tưởng thương trường là nơi chia sẻ, hỗ trợ, học hỏi lẫn nhau... xuất phát từ bản chất con người là sự sáng suốt và tử tế.",0
57063269,Ồ vậy bạn đoán nhầm rồi. Mình là giám đốc/ Ct HĐQT của 3 doanh nghiệp nhé.,0
57063313,Cảm ơn bạn đã ủng hộ.,1
57064645,"Vì mình bị lập trình đó bạn, lập trình là mọi thứ trên trái đất này thiếu thốn, không đủ cho tất cả, nên phải dành giựt nhau. Thật ra cuộc sống được tạo ra có sẵn tiềm năng dồi dào rồi, nếu mình làm việc với nhau trên tinh thần để tất cả mọi người đều sung túc, giàu có từ đó hỗ trợ, giúp đỡ lẫn nhau, thì bạn có thể hiểu được câu nói của bạn. Sống tách biệt chỉ xoay quanh cái tôi nhỏ bé, vơ vét cho mình thì “thương trường là chiến trường” thành sự thật.",1
57066071,"Khi ta cần kêu gọi sự giúp đỡ (chính đáng) ta nói chúng ta là con người viết hoa, có ý thức - cái mà động vật k có. Khi tranh ăn, ta lại tự lui xuống...trong khi ra có thừa ý thức để k cần tranh ăn kiểu đó. Ngẫm xem bạn.",-1
57068534,"Bạn ơi, tôi chỉ nói rằng đừng nên phê phán hành động mua hàng của người khác vì mong muốn và nhu cầu của mỗi người là khác nhau. Họ mua hàng vì một lý do nào đó của họ. Mình có thể hiểu hoặc không hiểu lý do đó nhưng đừng phê phán họ. Thứ mình mua có ý giá trị/ý nghĩa với mình thì thứ họ mua cũng có giá trị/ý nghĩa với họ.",0
57089724,Cảm ơn anh đã chia sẻ.,1
57127500,Trường mẫu giáo tụi nhóc cũng đánh nhau giành đồ chơi á,-1
57052259,"Khi mà thay vì phân tích thành công và khen ngợi, câu cửa miệng của chúng ta luôn là chê ỏng eo những thứ này xấu xí, vô bổ thì ngày chúng ta giàu có vì những thứ vô bổ này vẫn luôn còn rất xa",-1
57053034,"Đồng tiền có Nghiệp của nó. Nếu kiếm tiền nhờ bán những thứ vô bổ cho người khác, thì tiền đó cũng sẽ mất đi chỉ để đổi lấy những thứ vô bổ.",-1
57053320,"Cmt của bạn rất chính xác. Người Việt chúng ta đa số đều có tính xấu là đố kị. Họ ghét những người giàu hơn họ, giỏi hơn họ thay vì tìm hiểu tại sao người ta lại đạt được những thành tựu như thế. Muốn phát triển được, chúng ta phải gạt bỏ tính đố kị qua một bên.",-1
57055650,Nhưng tôi thích nghèo bền vững thì sao?,0
57055675,"Comment của bạn rất hay. Nhờ chúng ta thiếu Nghiệp mà chúng ta mãi nghèo! :D Còn những công ty nước ngoài có được rất nhiều Nghiệp và chủ, lẫn nhân công của họ được rất nhiều tiền Nghiệp và ăn uống rất ngon, ngủ rất ngon, và lo được cuộc sống nhà cửa rất tốt. Còn ta? Vì nghiệp nên thôi ăn ở thiếu thốn đỡ!",0
57056865,Bạn tưởng tượng ra vậy thôi. Chứ đời sống con người là sự vọng chiếu nội tâm. Nội tâm không sâu sắc thì nhận thức ngoại cảnh cũng hời hợt lắm. Không phải cứ có đủ vật chất là cảm thấy đủ đầy đâu.,0
57057155,"Mục đích của kinh doanh là kiếm tiền, không phạm pháp thì vô bổ hay có bổ mà lợi nhuận tốt là đạt được mục tiêu. Hơn nữa sản xuất tạo ra sản phẩm vô bổ đó cũng giúp nhiều người có công ăn việc làm nên nó lại trở thành có bổ..",0
57057482,tôi cũng đồng ý với bạn. Việc so sánh là quá khập khiễng. Hơn nữa thực tế sản phẩm đó không phải tự nhiên gây sốt mà trở nên hot là do những ngôi sao hàng đầu chia sẻ.,1
57057505,"Những người bán khóa học chữa lành và bác sĩ tâm lí cũng tính công theo giờ đó bạn. Cái gì cũng có giá của nó, kể cả đồng tiền.",-1
57058025,Bạn nói hay quá,1
57058251,"Lại bài ca nước ngoài... Bạn có biết là công nhân ở bển họ phải vất vả lo lắng về các hoá đơn hàng tháng phải trả như thế nào không? Nếu họ ăn uống rất ngon, ngủ rất ngon blah blah blah như bạn chém thì họ đã không phải đình công thường xuyên để đòi quyền lợi đâu...",-1
57059038,Chứ bạn nghĩ công nhân Vn ko lo lắng? Cả gia đình nhiều khi 5-7 người vào chung một phòng trọ.,-1
57060256,"Công nhân nước người ta lo lắng nhưng tiền làm ra đủ để thuê nhà, mua xe hơi đó bạn.",0
57060295,"Rất nhiều người vẫn còn tồn tại sự đố kỵ, chê bai sản phẩm của người Việt. Họ sẵn sàn tung hô sản phẩm nước ngoài (dù không thật sự tốt) và sẵn sàng chê bai sản phầm trong nước dù sản phẩm đó đạt được tiếng vang ở quốc tế.",-1
57103000,"thật sự xấu, mắc tiền, vô bổ. cái khen và đáng học duy nhất là họ làm marketing rất tốt",-1
57054315,"Nói thật với tác giả là Pikalong chẳng đọng cho tôi cái ấn tượng gì cả, nó chỉ là con rồng được tạo ra để trang trí cây cối, thân rồng nhưng mặt lại na ná...Pikachu. Nhưng Labubu là một nhân vật / món đồ chơi được thiết kế ra để sưu tầm, nhưng lại được thổi vào đó vẻ đầy cá tính, thiết kế đáng yêu và nhiều màu sắc tươi sáng. Điều đó tạo cho nó có sức hút riêng và nó cũng chẳng đại diện cho một ai và ai cũng muốn nó. Vấn đề ở chỗ sáng tạo.",-1
57057350,Nhìn lại mấy cái hình pikalong thấy nó xấu quá.,-1
57058414,mình còn không rõ pikalong là gì cho đến khi đọc bài này và tra gg.,0
57059309,"Chả có sai và đúng. Chỉ có thành công hoặc thất bại. Thất bại thì tự nhìn mà so sánh để học bài học tại sao họ làm thì tốt, ta làm thì chẳng đâu vào đâu. Nhất là tư tưởng anti hàng Trung Quốc, kẻ thiệt thòi chính là chính chúng ta mà thôi. Tự cho là đúng thì chẳng thấy được thiếu sót của chính mình.",-1
57059971,Thật ra giới trẻ bây giờ họ thích chạy theo trào lưu thì đúng hơn.,0
57060498,"Các b comment này chỉ biết pikalong ở giai đoạn mới nổi, thực ra trong vài sau đó pikalong có rất nhiều sáng tác đi sau như các mẩu chuyện vui, sticker trên các nền tảng chat, gấu bông, figure nhưng chỉ ai quan tâm mới biết. Bài viết nói khá đúng là pikalong có cơ sở nhưng chưa được truyền thông bài bản.",1
